StateCode,StateName,DistrictCode,NameofCity,Level,PopulationPersons,PopulationMales,PopulationFemale,0-6PopulationPersons,0-6PopulationMales,0-6PopulationFemales,LiteratesPersons,LiterateMales,LiteratesFemales,SexRatio,0-6ChildSexRatio,EffLiteracyRatePersons,EffLiteracyRateMales,EffLiteracyRatesFemales
28,ANDHRA PRADESH,14,Kakinada UA,UA,"4,42,936","2,17,573","2,25,363","39,464","19,972","19,492","3,29,207","1,68,326","1,60,881",1036,976,81.59,85.18,78.15
28,ANDHRA PRADESH,20,Kadapa UA,UA,"3,44,078","1,72,969","1,71,109","36,543","19,001","17,542","2,44,011","1,32,721","1,11,290",989,923,79.34,86.20,72.47
28,ANDHRA PRADESH,22,Anantapur UA,UA,"3,41,895","1,72,414","1,69,481","32,199","16,967","15,232","2,46,757","1,34,843","1,11,914",983,898,79.68,86.75,72.55
28,ANDHRA PRADESH,02,Nizamabad (M Corp.),City,"3,10,467","1,55,163","1,55,304","34,256","17,408","16,848","2,21,829","1,19,603","1,02,226",1001,968,80.31,86.82,73.83
28,ANDHRA PRADESH,03,Karimnagar UA,UA,"2,99,660","1,51,306","1,48,354","28,954","14,879","14,075","2,29,903","1,24,236","1,05,667",980,946,84.93,91.06,78.69
28,ANDHRA PRADESH,10,Khammam UA,UA,"2,62,309","1,29,937","1,32,372","24,419","12,655","11,764","1,96,478","1,03,140","93,338",1019,930,82.59,87.94,77.39
28,ANDHRA PRADESH,03,Ramagundam UA,UA,"2,52,261","1,28,347","1,23,914","18,643","9,789","8,854","1,74,893","97,804","77,089",965,904,74.86,82.49,67.00
28,ANDHRA PRADESH,15,Eluru UA,UA,"2,50,693","1,23,747","1,26,946","21,318","10,670","10,648","1,74,273","89,357","84,916",1026,998,75.98,79.02,73.02
28,ANDHRA PRADESH,12,Vizianagaram UA,UA,"2,39,374","1,17,412","1,21,962","21,665","11,089","10,576","1,77,233","93,420","83,813",1039,954,81.41,87.86,75.25
28,ANDHRA PRADESH,20,Proddatur UA,UA,"2,17,895","1,08,986","1,08,909","21,616","11,106","10,510","1,47,156","81,781","65,375",999,946,74.97,83.55,66.44
28,ANDHRA PRADESH,21,Nandyal UA,UA,"2,11,787","1,06,034","1,05,753","21,534","11,245","10,289","1,45,471","79,195","66,276",997,915,76.46,83.55,69.43
28,ANDHRA PRADESH,07,Mahbubnagar UA,UA,"2,10,143","1,06,232","1,03,911","22,299","11,538","10,761","1,55,626","84,590","71,036",978,933,82.85,89.33,76.26
28,ANDHRA PRADESH,18,Ongole UA,UA,"2,06,419","1,03,541","1,02,878","19,126","9,903","9,223","1,56,217","83,584","72,633",994,931,83.41,89.26,77.55
28,ANDHRA PRADESH,21,Adoni UA,UA,"1,84,771","92,006","92,765","20,517","10,455","10,062","1,12,151","62,646","49,505",1008,962,68.28,76.82,59.86
28,ANDHRA PRADESH,23,Madanapalle UA,UA,"1,79,267","89,692","89,575","18,062","9,312","8,750","1,28,467","69,340","59,127",999,940,79.69,86.27,73.15
28,ANDHRA PRADESH,23,Chittoor UA,UA,"1,75,640","87,480","88,160","15,758","8,288","7,470","1,36,815","72,208","64,607",1008,901,85.57,91.18,80.07
28,ANDHRA PRADESH,16,Machilipatnam (M),City,"1,70,008","83,561","86,447","13,778","7,076","6,702","1,30,173","66,337","63,836",1035,947,83.32,86.73,80.05
28,ANDHRA PRADESH,17,Tenali (M),City,"1,64,649","81,324","83,325","13,040","6,630","6,410","1,25,275","64,968","60,307",1025,967,82.63,86.98,78.41
28,ANDHRA PRADESH,01,Mancherial UA,UA,"1,63,875","83,961","79,914","13,150","6,890","6,260","1,14,119","64,092","50,027",952,909,75.71,83.16,67.92
28,ANDHRA PRADESH,18,Chirala UA,UA,"1,62,725","80,215","82,510","14,744","7,512","7,232","1,14,435","61,365","53,070",1029,963,77.33,84.41,70.50
28,ANDHRA PRADESH,08,Nalgonda UA,UA,"1,53,736","77,088","76,648","15,487","7,922","7,565","1,17,035","62,180","54,855",994,955,84.66,89.90,79.40
28,ANDHRA PRADESH,22,Hindupur (M),City,"1,51,835","76,625","75,210","16,309","8,263","8,046","1,03,538","56,177","47,361",982,974,76.40,82.18,70.52
28,ANDHRA PRADESH,15,Bhimavaram UA,UA,"1,47,056","72,457","74,599","12,520","6,327","6,193","1,12,424","57,519","54,905",1030,979,83.56,86.98,80.26
28,ANDHRA PRADESH,11,Srikakulam UA,UA,"1,46,988","73,077","73,911","12,741","6,599","6,142","1,15,061","60,953","54,108",1011,931,85.71,91.69,79.84
28,ANDHRA PRADESH,01,Adilabad UA,UA,"1,39,103","70,403","68,700","15,390","7,918","7,472","99,158","54,673","44,485",976,944,80.15,87.50,72.65
28,ANDHRA PRADESH,22,Guntakal (M),City,"1,26,479","62,695","63,784","12,614","6,495","6,119","86,197","47,471","38,726",1017,942,75.70,84.47,67.16
28,ANDHRA PRADESH,22,Dharmavaram (M),City,"1,21,992","62,186","59,806","11,963","6,441","5,522","79,037","45,025","34,012",962,857,71.83,80.77,62.66
28,ANDHRA PRADESH,10,Kothagudem UA,UA,"1,19,450","58,652","60,798","10,128","5,160","4,968","89,496","47,605","41,891",1037,963,81.86,88.99,75.03
28,ANDHRA PRADESH,16,Gudivada (M),City,"1,18,289","58,941","59,348","9,952","5,081","4,871","89,009","46,529","42,480",1007,959,82.16,86.39,77.98
28,ANDHRA PRADESH,17,Narasaraopet UA,UA,"1,17,568","59,514","58,054","10,519","5,420","5,099","84,889","46,228","38,661",975,941,79.30,85.46,73.01
28,ANDHRA PRADESH,04,Siddipet UA,UA,"1,13,893","56,600","57,293","11,396","5,867","5,529","81,022","44,870","36,152",1012,942,79.05,88.44,69.84
28,ANDHRA PRADESH,22,Tadpatri (M),City,"1,08,249","54,027","54,222","11,325","5,813","5,512","69,948","39,781","30,167",1004,948,72.17,82.51,61.93
28,ANDHRA PRADESH,08,Suryapet UA,UA,"1,06,524","52,800","53,724","9,511","4,895","4,616","82,268","43,655","38,613",1018,943,84.80,91.13,78.63
28,ANDHRA PRADESH,08,Miryalaguda UA,UA,"1,04,956","52,610","52,346","10,572","5,432","5,140","77,557","42,147","35,410",995,946,82.17,89.34,75.01
28,ANDHRA PRADESH,03,Jagtial UA,UA,"1,03,962","51,819","52,143","10,068","5,131","4,937","73,882","40,769","33,113",1006,962,78.69,87.32,70.15
28,ANDHRA PRADESH,15,Tadepalligudem UA,UA,"1,03,703","51,236","52,467","9,061","4,667","4,394","78,656","40,331","38,325",1024,942,83.11,86.60,79.72
28,ANDHRA PRADESH,17,Chilakaluripet (M),City,"1,01,550","50,201","51,349","9,525","4,916","4,609","66,336","36,472","29,864",1023,938,72.08,80.54,63.89
29,KARNATAKA,18,BANGALORE UA,UA,"84,99,399","44,41,248","40,58,151","8,70,743","4,48,965","4,21,778","68,32,072","36,97,180","31,34,892",914,939,89.56,92.61,86.21
29,KARNATAKA,23,Mysore UA,UA,"9,83,893","4,93,692","4,90,201","86,527","44,527","42,000","7,79,537","4,04,466","3,75,071",993,943,86.87,90.05,83.68
29,KARNATAKA,08,Hubli-Dharwad *(M Corp.),City,"9,43,857","4,75,980","4,67,877","99,989","51,293","48,696","7,36,506","3,89,290","3,47,216",983,949,87.28,91.67,82.83
29,KARNATAKA,21,Mangalore UA,UA,"6,19,664","3,07,624","3,12,040","55,396","28,640","26,756","5,28,511","2,69,031","2,59,480",1014,934,93.66,96.43,90.95
29,KARNATAKA,01,Belgaum UA,UA,"6,10,189","3,09,689","3,00,500","63,519","32,909","30,610","4,91,604","2,60,796","2,30,808",970,930,89.93,94.23,85.52
29,KARNATAKA,25,Gulbarga UA,UA,"5,41,617","2,77,357","2,64,260","70,184","36,614","33,570","3,94,133","2,14,591","1,79,542",953,917,83.60,89.14,77.83
29,KARNATAKA,13,Davanagere (M Corp.),City,"4,35,128","2,20,544","2,14,584","44,545","22,888","21,657","3,31,551","1,75,747","1,55,804",973,946,84.89,88.92,80.76
29,KARNATAKA,11,Bellary (M Corp.),City,"4,09,644","2,06,026","2,03,618","49,587","25,337","24,250","2,81,768","1,53,275","1,28,493",988,957,78.26,84.83,71.64
29,KARNATAKA,03,Bijapur (CMC),City,"3,26,360","1,65,122","1,61,238","39,134","20,482","18,652","2,39,631","1,28,615","1,11,016",976,911,83.43,88.92,77.86
29,KARNATAKA,14,Shimoga (CMC),City,"3,22,428","1,61,978","1,60,450","31,626","16,130","15,496","2,55,971","1,33,191","1,22,780",991,961,88.02,91.32,84.70
29,KARNATAKA,17,Tumkur (CMC),City,"3,05,821","1,55,406","1,50,415","29,655","15,233","14,422","2,37,424","1,23,904","1,13,520",968,947,85.97,88.39,83.47
29,KARNATAKA,05,Raichur (CMC),City,"2,32,456","1,17,408","1,15,048","27,924","14,286","13,638","1,58,452","86,973","71,479",980,955,77.47,84.34,70.49
29,KARNATAKA,04,Bidar UA,UA,"2,13,593","1,10,279","1,03,314","25,275","13,189","12,086","1,64,857","90,100","74,757",937,916,87.54,92.80,81.95
29,KARNATAKA,11,Hospet (CMC),City,"2,06,159","1,02,923","1,03,236","26,478","13,508","12,970","1,43,776","77,678","66,098",1003,960,80.02,86.87,73.23
29,KARNATAKA,20,Hassan UA,UA,"1,73,134","86,335","86,799","16,283","8,388","7,895","1,41,921","72,627","69,294",1005,941,90.48,93.17,87.82
29,KARNATAKA,07,Gadag-Betigeri (CMC),City,"1,72,813","86,165","86,648","18,419","9,519","8,900","1,32,094","70,035","62,059",1006,935,85.56,91.37,79.82
29,KARNATAKA,27,Robertson Pet UA,UA,"1,65,463","81,927","83,536","14,966","7,480","7,486","1,34,734","69,400","65,334",1020,1001,89.53,93.22,85.91
29,KARNATAKA,15,Udupi UA,UA,"1,65,401","81,940","83,461","13,408","6,944","6,464","1,42,143","72,244","69,899",1019,931,93.52,96.33,90.78
29,KARNATAKA,14,Bhadravati (CMC),City,"1,50,776","75,020","75,756","14,000","7,087","6,913","1,18,446","62,199","56,247",1010,975,86.60,91.56,81.70
29,KARNATAKA,12,Chitradurga UA,UA,"1,45,580","73,193","72,387","14,843","7,623","7,220","1,16,102","60,714","55,388",989,947,88.81,92.59,84.99
29,KARNATAKA,27,Kolar (CMC),City,"1,38,553","70,064","68,489","15,993","8,055","7,938","1,02,978","54,121","48,857",978,985,84.02,87.28,80.69
29,KARNATAKA,19,Mandya (CMC),City,"1,37,735","68,748","68,987","13,269","6,826","6,443","1,05,938","55,442","50,496",1003,944,85.11,89.54,80.74
29,KARNATAKA,16,Chikmagalur (CMC),City,"1,18,496","58,859","59,637","10,931","5,599","5,332","96,586","49,742","46,844",1013,952,89.79,93.39,86.26
29,KARNATAKA,06,Gangawati UA,UA,"1,14,459","57,228","57,231","14,251","7,281","6,970","76,473","42,315","34,158",1000,957,76.31,84.72,67.96
29,KARNATAKA,02,Bagalkot (CMC),City,"1,12,068","56,837","55,231","12,399","6,476","5,923","85,860","46,623","39,237",972,915,86.15,92.58,79.58
29,KARNATAKA,10,Ranibennur (CMC),City,"1,06,365","53,933","52,432","11,572","5,982","5,590","85,298","43,234","42,064",972,934,89.98,90.16,89.80
30,GOA,01,Panaji UA,UA,"1,14,405","59,379","55,026","10,996","6,057","4,939","93,995","50,447","43,548",927,815,90.90,94.61,86.94
30,GOA,02,Margao UA,UA,"1,06,528","54,720","51,808","10,393","5,327","5,066","86,538","45,967","40,571",947,951,90.02,93.06,86.80
30,GOA,02,Mormugao UA,UA,"1,01,068","53,585","47,483","10,293","5,507","4,786","81,733","45,422","36,311",886,869,90.04,94.48,85.04
32,KERALA,08,Kochi UA,UA,"21,17,990","10,42,809","10,75,181","1,89,586","96,960","92,626","18,58,505","9,24,453","9,34,052",1031,955,96.38,97.74,95.06
32,KERALA,04,Kozhikode UA,UA,"20,30,519","9,66,138","10,64,381","2,08,665","1,06,289","1,02,376","17,39,745","8,39,616","9,00,129",1102,963,95.49,97.65,93.57
32,KERALA,07,Thrissur UA,UA,"18,54,783","8,76,049","9,78,734","1,70,591","87,747","82,844","16,20,100","7,69,142","8,50,958",1117,944,96.19,97.57,94.98
32,KERALA,05,Malappuram UA,UA,"16,98,645","8,09,154","8,89,491","2,30,527","1,17,782","1,12,745","13,88,426","6,68,922","7,19,504",1099,957,94.57,96.75,92.63
32,KERALA,14,Thiruvananthapuram UA,UA,"16,87,406","8,15,200","8,72,206","1,42,242","72,164","70,078","14,40,731","7,04,926","7,35,805",1070,971,93.24,94.87,91.73
32,KERALA,02,Kannur UA,UA,"16,42,892","7,57,769","8,85,123","1,72,924","87,985","84,939","14,14,524","6,57,217","7,57,307",1168,965,96.23,98.12,94.64
32,KERALA,13,Kollam UA,UA,"11,10,005","5,29,838","5,80,167","1,01,361","51,856","49,505","9,40,840","4,55,919","4,84,921",1095,955,93.28,95.38,91.38
32,KERALA,11,Cherthala UA,UA,"4,55,408","2,22,398","2,33,010","39,179","20,156","19,023","3,99,809","1,98,180","2,01,629",1048,944,96.06,97.99,94.22
32,KERALA,11,Kayamkulam UA,UA,"4,27,091","1,97,960","2,29,131","35,039","18,022","17,017","3,74,043","1,74,685","1,99,358",1157,944,95.41,97.08,93.99
32,KERALA,10,Kottayam UA,UA,"3,57,533","1,74,465","1,83,068","28,707","14,612","14,095","3,05,069","1,49,184","1,55,885",1049,965,92.78,93.33,92.25
32,KERALA,06,Palakkad UA,UA,"2,93,566","1,43,650","1,49,916","26,773","13,707","13,066","2,45,829","1,23,892","1,21,937",1044,953,92.14,95.34,89.10
32,KERALA,11,Alappuzha UA,UA,"2,41,072","1,16,401","1,24,671","21,638","11,162","10,476","2,10,909","1,02,817","1,08,092",1071,939,96.12,97.70,94.66
32,KERALA,06,Ottappalam UA,UA,"2,38,238","1,14,183","1,24,055","25,631","13,060","12,571","2,00,647","97,477","1,03,170",1086,963,94.37,96.39,92.54
32,KERALA,01,Kanhangad UA,UA,"2,29,706","1,06,983","1,22,723","25,483","12,980","12,503","1,88,743","90,325","98,418",1147,963,92.42,96.09,89.29
32,KERALA,01,Kasaragod UA,UA,"1,92,761","92,960","99,801","24,584","12,621","11,963","1,54,740","76,527","78,213",1074,948,92.01,95.26,89.04
32,KERALA,10,Changanassery UA,UA,"1,27,971","61,740","66,231","11,118","5,700","5,418","1,14,394","55,188","59,206",1073,951,97.90,98.48,97.36
32,KERALA,07,Chalakudy UA,UA,"1,14,901","55,276","59,625","10,176","5,225","4,951","1,00,977","48,815","52,162",1079,948,96.42,97.53,95.41
32,KERALA,08,Kothamangalam UA,UA,"1,14,574","56,753","57,821","11,255","5,834","5,421","98,398","49,412","48,986",1019,929,95.24,97.04,93.48
33,TAMIL NADU,99,Chennai UA,UA,"86,96,010","43,89,200","43,06,810","8,16,862","4,16,238","4,00,624","71,18,747","37,17,302","34,01,445",981,962,90.35,93.57,87.08
33,TAMIL NADU,31,Coimbatore UA,UA,"21,51,466","10,77,812","10,73,654","1,93,497","98,499","94,998","17,47,178","9,12,408","8,34,770",996,964,89.23,93.17,85.30
33,TAMIL NADU,22,Madurai UA,UA,"14,62,420","7,32,861","7,29,559","1,32,904","68,026","64,878","12,10,645","6,30,962","5,79,683",995,954,91.06,94.91,87.21
33,TAMIL NADU,13,Tiruchirappalli UA,UA,"10,21,717","5,07,180","5,14,537","89,176","45,321","43,855","8,50,484","4,37,399","4,13,085",1015,968,91.20,94.70,87.76
33,TAMIL NADU,32,Tiruppur UA,UA,"9,62,982","4,89,465","4,73,517","1,01,797","52,005","49,792","7,42,982","3,99,561","3,43,421",967,957,86.27,91.34,81.05
33,TAMIL NADU,07,Salem UA,UA,"9,19,150","4,63,267","4,55,883","82,073","42,024","40,049","7,00,821","3,74,420","3,26,401",984,953,83.72,88.88,78.49
33,TAMIL NADU,09,Erode UA,UA,"5,21,776","2,61,470","2,60,306","47,029","24,002","23,027","4,03,496","2,14,981","1,88,515",996,959,84.99,90.53,79.45
33,TAMIL NADU,27,Tirunelveli UA,UA,"4,98,984","2,46,710","2,52,274","46,335","23,677","22,658","4,11,281","2,11,727","1,99,554",1023,957,90.86,94.93,86.91
33,TAMIL NADU,04,Vellore UA,UA,"4,81,966","2,39,735","2,42,231","45,049","22,889","22,160","3,81,382","2,00,068","1,81,314",1010,968,87.29,92.26,82.39
33,TAMIL NADU,26,Thoothukkudi UA,UA,"4,10,760","2,05,459","2,05,301","42,756","21,596","21,160","3,38,949","1,74,381","1,64,568",999,980,92.10,94.84,89.37
33,TAMIL NADU,11,Dindigul UA,UA,"2,92,132","1,45,438","1,46,694","26,169","13,327","12,842","2,36,961","1,23,409","1,13,552",1009,964,89.10,93.41,84.83
33,TAMIL NADU,19,Thanjavur UA,UA,"2,90,724","1,42,765","1,47,959","24,760","12,778","11,982","2,43,017","1,23,561","1,19,456",1036,938,91.37,95.06,87.85
33,TAMIL NADU,04,Ranipet UA,UA,"2,62,346","1,29,884","1,32,462","26,109","13,406","12,703","2,03,977","1,06,997","96,980",1020,948,86.34,91.86,80.98
33,TAMIL NADU,24,Sivakasi UA,UA,"2,34,688","1,16,869","1,17,819","23,183","11,760","11,423","1,76,698","94,563","82,135",1008,971,83.54,89.97,77.20
33,TAMIL NADU,12,Karur UA,UA,"2,33,763","1,16,536","1,17,227","21,175","11,002","10,173","1,87,223","99,007","88,216",1006,925,88.07,93.82,82.40
33,TAMIL NADU,10,Udhagamandalam UA,UA,"2,33,374","1,15,294","1,18,080","18,643","9,333","9,310","1,93,689","1,00,742","92,947",1024,998,90.20,95.07,85.45
33,TAMIL NADU,30,Hosur UA,UA,"2,29,507","1,18,133","1,11,374","27,724","14,147","13,577","1,78,048","95,487","82,561",943,960,88.24,91.83,84.42
33,TAMIL NADU,28,Nagercoil (M),City,"2,24,329","1,10,132","1,14,197","19,034","9,599","9,435","1,95,748","97,545","98,203",1037,983,95.35,97.03,93.74
33,TAMIL NADU,03,Kancheepuram UA,UA,"2,21,749","1,10,800","1,10,949","19,835","10,022","9,813","1,75,561","92,669","82,892",1001,979,86.95,91.95,81.96
33,TAMIL NADU,08,Kumarapalayam UA,UA,"1,94,992","98,642","96,350","16,613","8,465","8,148","1,32,764","73,805","58,959",977,963,74.43,81.84,66.85
33,TAMIL NADU,21,Karaikkudi UA,UA,"1,81,347","90,502","90,845","16,830","8,582","8,248","1,48,458","77,453","71,005",1004,961,90.24,94.55,85.97
33,TAMIL NADU,16,Neyveli UA,UA,"1,78,925","90,350","88,575","13,657","7,201","6,456","1,44,512","77,473","67,039",980,897,87.44,93.17,81.64
33,TAMIL NADU,16,Cuddalore (M),City,"1,73,361","85,593","87,768","15,940","8,153","7,787","1,39,388","72,083","67,305",1025,955,88.54,93.08,84.15
33,TAMIL NADU,19,Kumbakonam UA,UA,"1,67,098","82,844","84,254","14,552","7,309","7,243","1,39,008","71,612","67,396",1017,991,91.13,94.81,87.51
33,TAMIL NADU,05,Tiruvannamalai (M),City,"1,44,683","72,351","72,332","14,530","7,413","7,117","1,06,256","55,585","50,671",1000,960,81.64,85.60,77.70
33,TAMIL NADU,31,Pollachi UA,UA,"1,35,235","67,260","67,975","11,031","5,683","5,348","1,09,900","57,352","52,548",1011,941,88.48,93.14,83.91
33,TAMIL NADU,24,Rajapalayam (M),City,"1,30,119","64,624","65,495","10,504","5,371","5,133","1,03,172","54,622","48,550",1013,956,86.25,92.18,80.43
33,TAMIL NADU,04,Gudiyatham UA,UA,"1,24,274","61,564","62,710","11,876","6,014","5,862","95,231","50,296","44,935",1019,975,84.73,90.54,79.04
33,TAMIL NADU,20,Pudukkottai (M),City,"1,17,215","58,601","58,614","10,853","5,566","5,287","98,054","50,798","47,256",1000,950,92.19,95.78,88.62
33,TAMIL NADU,04,Vaniyambadi UA,UA,"1,16,712","57,746","58,966","13,898","7,139","6,759","86,835","45,118","41,717",1021,947,84.46,89.15,79.91
33,TAMIL NADU,04,Ambur (M),City,"1,13,856","56,052","57,804","12,150","6,216","5,934","88,309","45,439","42,870",1031,955,86.83,91.18,82.65
33,TAMIL NADU,17,Nagapattinam (M),City,"1,02,838","50,809","52,029","11,308","5,858","5,450","81,913","42,374","39,539",1024,930,89.49,94.27,84.89
34,PUDUCHERRY,02,Puducherry UA,UA,"6,54,392","3,21,834","3,32,558","63,879","32,359","31,520","5,26,252","2,72,575","2,53,677",1033,974,89.12,94.16,84.27
35,ANDAMAN & NICOBAR ISLANDS,03,Port Blair (MC),City,"1,00,608","53,247","47,361","9,358","4,852","4,506","81,908","44,908","37,000",889,929,89.76,92.79,86.34
